restaurant_name,online_order,book_table,rating,votes,location,cuisines,cost_per_person,restaurant_type
Vijayas Biryani Palace,Yes,No,3.8,36,Whitefield,"Biryani, Chinese, South Indian, North Indian",200,Dine-out
Meat and Eat,Yes,No,3.4,28,Whitefield,"Fast Food, Burger",250,Dine-out
Krutunga Restaurant,Yes,No,3,52,Whitefield,"Andhra, Chinese, North Indian, Biryani, Beverages",200,Dine-out
Kamat Yatrinivas,No,No,3,241,Whitefield,"North Indian, South Indian, Chinese",250,Dine-out
Chatpata India,Yes,No,3.9,103,Whitefield,North Indian,200,Dine-out
Subway,Yes,No,3.5,41,Whitefield,"Healthy Food, Sandwich, Salad",250,Dine-out
Five Star Chicken,Yes,No,3.2,42,Whitefield,Fast Food,100,Dine-out
Mother's Food,Yes,No,3.8,63,Whitefield,"North Indian, Chinese",100,Dine-out
Petuk,Yes,No,3.7,79,Whitefield,"Bengali, North Indian, Chinese, Biryani",200,Dine-out
Desi Chats,No,No,3.9,18,Whitefield,Street Food,100,Dine-out
Maa Durga Restaurant,Yes,No,3.2,4,Whitefield,North Indian,150,Dine-out
Squeez Juice Bar,No,No,3.8,107,Whitefield,"Juices, Fast Food",200,Dine-out
Vegtaurant,Yes,No,3.7,88,Whitefield,"North Indian, Chinese",150,Dine-out
Rolls On Wheels,No,No,3.1,76,Whitefield,"Fast Food, Rolls, Momos",150,Dine-out
Nandi Mess - Feel Like Mom's,Yes,No,3.7,31,Whitefield,South Indian,125,Dine-out
Pot Biryani,Yes,No,3.1,113,Whitefield,"North Indian, Chinese, Biryani, Seafood",300,Dine-out
Jalsa Adda,No,No,3.2,8,Whitefield,"North Indian, South Indian, Arabian",200,Dine-out
Domino's Pizza,No,No,2.8,49,Whitefield,"Pizza, Fast Food",200,Dine-out
Night Diaries,No,No,3.1,16,Whitefield,North Indian,150,Dine-out
Taste Of India Family Restaurant,Yes,No,3.2,232,Whitefield,"North Indian, South Indian",200,Dine-out
Kabab Mirchi,No,No,3.5,46,Whitefield,"North Indian, Mughlai, Chinese",175,Dine-out
Nalaas Aapakadai,No,No,2.7,33,Whitefield,"South Indian, Chettinad",200,Dine-out
Hyderabad Biryani,Yes,No,3.2,4,Whitefield,Biryani,150,Dine-out
At North Parontha Hut,No,No,3.700497969,0,Whitefield,North Indian,100,Dine-out
Andhra Ghumaghumalu,Yes,No,3.5,18,Whitefield,"Andhra, Biryani, North Indian",150,Dine-out
Tasty Food,Yes,No,3.700497969,0,Whitefield,"North Indian, Chinese",150,Dine-out
Grill Point,Yes,No,2.9,30,Whitefield,"North Indian, Mughlai, Chinese",250,Dine-out
nu.tree,Yes,No,4.2,52,Whitefield,"North Indian, Healthy Food, Beverages",200,Dine-out
Mothi Restaurant,No,No,3.7,64,Whitefield,"North Indian, Kerala",175,Dine-out
Bangalore Agarwal Bhavan,No,No,3,5,Whitefield,"Mithai, Street Food",250,Dine-out
Goli Vada Pav No. 1,No,No,3.7,14,Whitefield,Street Food,100,Dine-out
Nisarga Restaurant,Yes,No,3.4,6,Whitefield,"North Indian, Chinese",150,Dine-out
Sri chowdeshwari Mudde Hotel,No,No,3.700497969,0,Whitefield,South Indian,150,Dine-out
Dhadoom,No,No,3.700497969,0,Whitefield,"Italian, Mexican, Burger, Fast Food",225,Dine-out
Foodhall,Yes,No,3.8,28,Whitefield,"Fast Food, Salad, Desserts",350,Dine-out
Lenny's- Burgers and more,Yes,No,3.9,38,Whitefield,"Fast Food, Burger, Beverages, Rolls, Sandwich",200,Dine-out
California Burrito,No,No,3.9,122,Whitefield,"Mexican, Fast Food",200,Dine-out
Temptation,Yes,No,3.700497969,0,Whitefield,North Indian,250,Dine-out
Mad Over Donuts,Yes,No,3.7,29,Whitefield,"Bakery, Desserts, Beverages",225,Dine-out
Chaat Bazaar,Yes,No,3.7,35,Whitefield,Street Food,150,Dine-out
Shan-e-Punjabi Express,Yes,No,3.1,76,Whitefield,North Indian,200,Dine-out
Marhaba,Yes,No,3.5,8,Whitefield,Arabian,250,Dine-out
Naga's,Yes,No,3.7,36,Whitefield,"Andhra, Hyderabadi, Biryani",300,Dine-out
Chikpet Donne Biriyani House,Yes,No,3.3,20,Whitefield,"Biryani, Kebab",200,Dine-out
Picnik,Yes,No,3.700497969,0,Whitefield,"North Indian, Street Food, Beverages",150,Dine-out
RoadHouse Grill,Yes,No,3.8,99,Whitefield,"North Indian, Fast Food, Burger, BBQ",225,Dine-out
Rafoo Chakkar,Yes,No,3.9,386,Whitefield,"North Indian, Rolls",150,Dine-out
Friend's Own,Yes,No,3.2,55,Whitefield,"North Indian, Bengali, Chinese",150,Dine-out
Biriyani House,No,No,3.2,13,Whitefield,"Andhra, Biryani",175,Dine-out
Chacha Ka Dhaba,No,No,3.700497969,0,Whitefield,"North Indian, Chinese",200,Dine-out
Chef Baker's,Yes,No,3.8,124,Whitefield,"Bakery, Desserts, Cafe, Italian, Pizza",200,Dine-out
Apna Hotel,Yes,No,3.5,26,Whitefield,"North Indian, Hyderabadi",150,Dine-out
Madurai Idly Shop,No,No,2.9,141,Whitefield,South Indian,100,Dine-out
Shyam's Lunch Box,Yes,No,3.2,9,Whitefield,"Biryani, South Indian, Chinese, North Indian",150,Dine-out
Windy- Taste Of Home,Yes,Yes,3.6,112,Whitefield,North Indian,150,Dine-out
Hunan Express,No,No,3.8,72,Whitefield,Chinese,275,Dine-out
Mayura Vybhava,No,No,3.1,12,Whitefield,"South Indian, North Indian, Chinese, Street Food",125,Dine-out
eat.fit,No,No,3.6,10,Whitefield,"Healthy Food, North Indian, Biryani, Continental, Desserts",150,Dine-out
Delhi Restaurant,Yes,No,3.6,196,Whitefield,"North Indian, Mughlai, Chinese",175,Dine-out
PIZZMO,No,No,3.6,26,Whitefield,"Pizza, Momos",250,Dine-out
Sbarro,Yes,No,2.7,263,Whitefield,Pizza,250,Dine-out
Kerala Restaurant,No,No,3.4,67,Whitefield,"Kerala, Biryani",225,Dine-out
Udupi Cafe,Yes,No,3.6,12,Whitefield,"South Indian, North Indian, Chinese, Street Food",150,Dine-out
Biriyani Section,Yes,No,3.7,28,Whitefield,"Biryani, North Indian",150,Dine-out
BHR Foods,Yes,No,3.4,7,Whitefield,"North Indian, Chinese, Continental, Biryani, Thai",175,Dine-out
Bao & Grills,Yes,No,3,112,Whitefield,"Chinese, Asian",300,Dine-out
Vaigai Express,Yes,No,3.3,9,Whitefield,"South Indian, North Indian, Chinese",200,Dine-out
Abhiruchi Restaurant,Yes,No,3.7,173,Whitefield,"Biryani, Andhra, North Indian, Chinese",275,Dine-out
Swadishta,No,No,3.4,7,Whitefield,"South Indian, Chinese, North Indian",100,Dine-out
Reddy's Restaurant,Yes,No,3.1,35,Whitefield,"Andhra, Biryani, North Indian",200,Dine-out
Real Ambur Dum Biryani,No,No,3.3,4,Whitefield,"Biryani, Fast Food",125,Dine-out
Whitefield Baking Company - Bengaluru Marriott Hotel...,No,No,3.9,58,Whitefield,"Bakery, Cafe",200,Dine-out
The IT Crowd,Yes,No,2.8,20,Whitefield,"North Indian, Burger, Sandwich, Chinese",200,Dine-out
Rolls Mania,Yes,No,3.8,120,Whitefield,"Rolls, Fast Food",225,Dine-out
Punjabi Kitchen,Yes,No,2.8,68,Whitefield,North Indian,250,Dine-out
Punjabi Chulha,No,No,3.700497969,0,Whitefield,North Indian,200,Dine-out
Kaka Food Corner,Yes,No,3.4,89,Whitefield,North Indian,150,Dine-out
Desi Doze,Yes,No,3.8,147,Whitefield,"North Indian, Fast Food",200,Dine-out
Hodge Podge,Yes,No,3.6,10,Whitefield,"Desserts, Cafe",150,Dine-out
Oven Fresh,No,No,2.9,21,Whitefield,"Bakery, Fast Food",300,Dine-out
Angel's Kitchen,No,No,3.5,10,Whitefield,Kerala,150,Dine-out
S.M.S.Evening Fast Food,No,No,3.4,10,Whitefield,"Biryani, Chinese",75,Dine-out
Green Chillies,No,No,3.700497969,0,Whitefield,"North Indian, South Indian, Chinese",375,Dine-out
Biggies Burger 'n' More,Yes,No,3.7,106,Whitefield,"Cafe, Burger, Fast Food",200,Dine-out
Yumatos,Yes,No,3.4,8,Whitefield,"North Indian, Chinese",250,Dine-out
Sree Krishna Kafe,Yes,No,3.7,55,Whitefield,South Indian,100,Dine-out
Best In Klass,Yes,No,3.2,47,Whitefield,South Indian,100,Dine-out
Desi Bytes,No,No,2.9,62,Whitefield,"North Indian, Chinese",225,Dine-out
Captain Egg,No,No,4.1,18,Whitefield,Fast Food,200,Dine-out
Amrutha Hotel,No,No,3.700497969,0,Whitefield,"Andhra, North Indian",150,Dine-out
Golden Fork,No,No,3.700497969,0,Whitefield,"South Indian, Chinese, North Indian",100,Dine-out
Cluckees,No,No,3.700497969,0,Whitefield,Fast Food,150,Dine-out
Basaveshwara Kanawali,No,No,3.5,13,Whitefield,South Indian,125,Dine-out
Covai Cafe,No,No,3.6,17,Whitefield,South Indian,100,Dine-out
Star Restaurant,No,No,3.700497969,0,Whitefield,"South Indian, North Indian, Chinese",125,Dine-out
New Shalimar Hotel,No,No,3.700497969,0,Whitefield,"North Indian, Biryani",125,Dine-out
Taste Buddies,No,No,3.700497969,0,Whitefield,"North Indian, Fast Food",200,Dine-out
New Suruchi Hotel,No,No,3.700497969,0,Whitefield,"Bengali, North Indian",100,Dine-out
Orbis Market Kitchen,No,No,3.700497969,0,Whitefield,Arabian,300,Dine-out
Vydehi Green Park Multicuisine Restaurant,No,No,3.700497969,0,Whitefield,"North Indian, South Indian, Chinese",200,Dine-out
Homies,No,No,3.700497969,0,Whitefield,Chinese,300,Dine-out
Shree Alva's Delicacy,No,No,3.700497969,0,Whitefield,"South Indian, North Indian, Chinese",200,Dine-out
Hotel Bhuvaneshwari,No,No,3.700497969,0,Whitefield,North Indian,175,Dine-out
Elaichi,No,No,3.700497969,0,Whitefield,"North Indian, Bengali, Oriya",250,Dine-out
Bhojana Restaurant,No,No,3.700497969,0,Whitefield,"Andhra, South Indian",125,Dine-out
Taas Foods,No,No,3.700497969,0,Whitefield,"Chinese, Fast Food, North Indian",125,Dine-out
Mad About China,Yes,No,3.9,147,Whitefield,"Chinese, Momos",300,Dine-out
SRI Rajarajeswari Andhra Mess,No,No,3.700497969,0,Whitefield,South Indian,100,Dine-out
South Treat,Yes,No,3.4,5,Whitefield,South Indian,200,Dine-out
We Foodie,Yes,No,2.6,21,Whitefield,"Fast Food, North Indian",150,Dine-out
Hotel Uttam Sagar,Yes,No,3.6,7,Whitefield,North Indian,200,Dine-out
Tayabbs,Yes,No,3.3,7,Whitefield,"Fast Food, Rolls",175,Dine-out
Foodishq,Yes,No,3.7,72,Whitefield,North Indian,225,Dine-out
Curries And Pickles,No,No,2.8,28,Whitefield,"Andhra, North Indian, Biryani",200,Dine-out
Basmati Restaurant,Yes,No,3.4,23,Whitefield,"North Indian, South Indian, Chinese, Biryani",175,Dine-out
Starter House,Yes,No,3.6,23,Whitefield,"Chinese, Continental",125,Dine-out
Sri Lakshmi Hotel,Yes,No,3.4,7,Whitefield,"Chinese, South Indian",125,Dine-out
Funjabi Times,Yes,No,3.700497969,0,Whitefield,North Indian,150,Dine-out
Amaravathi Biryani Zone,Yes,No,3.700497969,0,Whitefield,"Chinese, South Indian, North Indian",300,Dine-out
The Combo House,Yes,No,3.3,8,Marathahalli,"Fast Food, North Indian, Chinese, Biryani",250,Dine-out
Punjab Di Rasoi,Yes,No,3.3,5,Whitefield,North Indian,200,Dine-out
Rayalaseema Foods,Yes,No,3.3,9,Whitefield,"Andhra, Hyderabadi, Biryani",200,Dine-out
Tandooriwala,Yes,No,2.7,24,Whitefield,"North Indian, Mughlai, Biryani",350,Dine-out
Hoodi Baba A Str-eat Caff,Yes,No,3.7,38,Whitefield,"North Indian, Street Food",150,Dine-out
Spicy Andhra,Yes,No,3.2,4,Whitefield,"Andhra, Chinese, North Indian",250,Dine-out
Ambur Hot Dum Biryani,No,No,3,13,Whitefield,Biryani,100,Dine-out
Tibbs Frankie,No,No,2.9,17,Whitefield,"Street Food, Rolls",100,Dine-out
Ammi's Biryani,No,No,2.5,131,Whitefield,"Biryani, North Indian",250,Dine-out
Tadka Punjabi Restaurant,Yes,No,3.3,9,Whitefield,North Indian,150,Dine-out
Shreyas Veg,No,No,3.700497969,0,Whitefield,South Indian,100,Dine-out
Daily Bread,No,No,3.700497969,0,Whitefield,"Bakery, Fast Food, Italian",300,Dine-out
Kolkata New Style Famous Kati Roll,No,No,3.700497969,0,Whitefield,"Street Food, Rolls",60,Dine-out
Halftime,No,No,3.700497969,0,Whitefield,"North Indian, Chinese",100,Dine-out
Khader Bhai Hotel,No,No,3.700497969,0,Whitefield,North Indian,150,Dine-out
Nidhish Upahar,No,No,3.700497969,0,Whitefield,South Indian,100,Dine-out
Hyderabadi Biryummy House,No,No,3.700497969,0,Whitefield,"Hyderabadi, Biryani",150,Dine-out
Ambur Dum Biriyani & Parota Centre,No,No,3.700497969,0,Whitefield,Biryani,150,Dine-out
Snacks Centre,No,No,3.700497969,0,Whitefield,"Fast Food, North Indian",200,Dine-out
Taste of Coastal,No,No,3.700497969,0,Whitefield,"South Indian, North Indian",150,Dine-out
NYS Kitchen,No,No,3.700497969,0,Whitefield,"North Indian, Chinese",150,Dine-out
Ruchir Restaurant,No,No,3.700497969,0,Whitefield,North Indian,75,Dine-out
SRF Family Restaurant,No,No,3.700497969,0,Whitefield,"Chinese, North Indian",125,Dine-out
Food Junction,No,No,3.700497969,0,Whitefield,Street Food,50,Dine-out
Inhouse Burger,No,No,3.700497969,0,Whitefield,"Burger, Fast Food",250,Dine-out
Sai Charan Tiffin House,No,No,3.700497969,0,Whitefield,South Indian,75,Dine-out
ARB Restaurant,No,No,3.700497969,0,Whitefield,"Chinese, North Indian",200,Dine-out
Ambur Biryani Center,No,No,3.700497969,0,Whitefield,"Biryani, Kebab",150,Dine-out
Zesty Tasty,No,No,3.700497969,0,Whitefield,Fast Food,100,Dine-out
Red Pepper,No,No,3.700497969,0,Whitefield,"North Indian, Bengali, Biryani, Mughlai",125,Dine-out
Mothi Family Restaurant,No,No,3.700497969,0,Whitefield,"South Indian, North Indian",175,Dine-out
Indian Chulha,No,No,3.700497969,0,Whitefield,North Indian,100,Dine-out
On The Go,No,No,3.700497969,0,Whitefield,"North Indian, Mughlai, Chinese",200,Dine-out
Toasty's,No,No,3.700497969,0,Whitefield,Fast Food,250,Dine-out
NYS Kitchen,No,No,3.6,25,Whitefield,"North Indian, Chinese",250,Dine-out
Crunch Pizzas,Yes,No,2.6,41,Whitefield,"Italian, Pizza",300,Dine-out
New Udupi Shubh Sagar,No,No,3.700497969,0,Whitefield,"South Indian, North Indian, Chinese",200,Dine-out
The Dragon Express,No,No,3.700497969,0,Whitefield,Chinese,100,Dine-out
Pan's Aroma,Yes,No,3.700497969,0,Whitefield,"Bengali, Biryani, North Indian, Chinese, Fast Food",200,Dine-out
Curries and Pickles,Yes,No,3.700497969,0,Whitefield,"Andhra, North Indian, Biryani",125,Dine-out
Curries And Pickles,Yes,No,3.700497969,0,Whitefield,"Andhra, North Indian, Biryani",125,Dine-out
Purani Dehli,Yes,No,3.5,75,Whitefield,"North Indian, Street Food",300,Dine-out
F5,No,No,3.2,4,Whitefield,"North Indian, South Indian, Chinese, Continental, Arabian",150,Dine-out
Kitchens Of Chettinad,Yes,No,3.700497969,0,Whitefield,South Indian,125,Dine-out
Srinidhi Sagar,No,No,3.7,53,Whitefield,"South Indian, Chinese, North Indian",150,Dine-out
Hyderabadi Dum Biryani,No,No,3.7,23,Whitefield,Biryani,150,Dine-out
The Village Restaurant,No,No,3,9,Whitefield,"North Indian, Chinese",100,Dine-out
Gongura,No,No,2.6,51,Whitefield,"Andhra, North Indian, South Indian",250,Dine-out
Only Parathas,No,No,2.8,29,Whitefield,"North Indian, Street Food, Biryani",225,Dine-out
Saha Cabin Bengali Hotel,No,No,3.4,5,Whitefield,Bengali,150,Dine-out
Sai Canteen,No,No,3.700497969,0,Whitefield,"South Indian, North Indian, Street Food",100,Dine-out
Tuk-Tuk,No,No,2.7,36,Whitefield,North Indian,200,Dine-out
Maa Bargabhima Restaurant,No,No,3.7,19,Whitefield,"Bengali, Mughlai, North Indian",125,Dine-out
New Udupi Upahar,No,No,3.6,18,Whitefield,"South Indian, North Indian",150,Dine-out
Hotel Royal Darbar,No,No,3.4,13,Whitefield,"North Indian, Chinese",200,Dine-out
The Eatery Cafe & Restaurant,No,No,3.6,19,Whitefield,"Continental, Italian",400,Dine-out
Taste of Kerala,No,No,3.1,4,Whitefield,Kerala,200,Dine-out
Yummy Dum Biriyani,No,No,3.700497969,0,Whitefield,"Biryani, Chinese",250,Dine-out
Hotel Nisarga Restaurant,No,No,3.2,6,Whitefield,"Chinese, North Indian",150,Dine-out
Golden Food Palace,No,No,2.9,18,Whitefield,"North Indian, Chinese",225,Dine-out
Nethra Hotel,No,No,3.700497969,0,Whitefield,South Indian,100,Dine-out
Five Star Chicken,No,No,3.5,9,Whitefield,Fast Food,150,Dine-out
A1 Hot Dum Biryani,No,No,3.2,4,Whitefield,Biryani,75,Dine-out
PMR Restaurant,No,No,3.3,4,Whitefield,North Indian,150,Dine-out
Nawabi Handi,No,No,3.4,23,Whitefield,"Biryani, Hyderabadi, North Indian",175,Dine-out
Real Ambur Dum Biryani,No,No,3.2,4,Whitefield,Biryani,125,Dine-out
Siddharth Restaurant,No,No,3.6,33,Whitefield,"North Indian, Chinese",200,Dine-out
Udupi Veg Express,No,No,3.700497969,0,Whitefield,"South Indian, Chinese, North Indian",125,Dine-out
Nawab-E-Khana,No,No,3.1,6,Whitefield,"North Indian, Biryani",250,Dine-out
Food Paradise,No,No,3.3,12,Whitefield,"North Indian, Chinese, Bengali, Biryani",250,Dine-out
Hangout Junction,No,No,3.6,28,Whitefield,"North Indian, Chinese, South Indian",200,Dine-out
Swad Rajasthani Bhojanalaya,No,No,3.1,7,Whitefield,"North Indian, Fast Food",200,Dine-out
Black Pagoda,No,No,2.9,11,Whitefield,"North Indian, South Indian, Chinese",150,Dine-out
Food Xpress,No,No,3.4,10,Whitefield,"North Indian, South Indian, Biryani, Chinese",200,Dine-out
Noodle And Soup Point,No,No,3.700497969,0,Whitefield,Chinese,125,Dine-out
Delhiciouss,No,No,3.7,24,Whitefield,"North Indian, Sandwich",150,Dine-out
Hotel RK Food,No,No,3.700497969,0,Whitefield,"North Indian, South Indian",250,Dine-out
Best,No,No,3.4,6,Whitefield,"Fast Food, Chinese, Street Food",200,Dine-out
Neerav Chinese Cuisine,No,No,3.700497969,0,Whitefield,Chinese,150,Dine-out
Udupi Grand,No,No,2.9,203,Whitefield,"South Indian, North Indian, Chinese",225,Dine-out
Tarama Bengali Food,No,No,3.2,4,Whitefield,Bengali,100,Dine-out
Kailash Parbat,No,No,2.6,84,Whitefield,North Indian,200,Dine-out
Hotel North Indian Express,No,No,3.700497969,0,Whitefield,"North Indian, Chinese",125,Dine-out
Traffic Jam,No,No,3.700497969,0,Whitefield,North Indian,200,Dine-out
Food Dig,No,No,3.5,13,Whitefield,North Indian,75,Dine-out
Ande Ka Funda,No,No,3.1,8,Whitefield,"North Indian, Chinese, Rolls",125,Dine-out
Biryani & Kabab,No,No,3.2,4,Whitefield,Biryani,75,Dine-out
Ishwaryam,No,No,3.5,8,Whitefield,"South Indian, Fast Food",125,Dine-out
Hungry Wok,No,No,3.3,5,Whitefield,"Chinese, North Indian",200,Dine-out
SLV Andhra Hotel,No,No,3.700497969,0,Whitefield,"Andhra, South Indian, Chinese",150,Dine-out
Master Of Kebab,No,No,3.700497969,0,Whitefield,"Kebab, Arabian, Afghan",225,Dine-out
Andhra Spice,No,No,3.700497969,0,Whitefield,"Andhra, Chinese",150,Dine-out
Joy Star Restaurant,No,No,3.700497969,0,Whitefield,"North Indian, Chinese",175,Dine-out
Hyderabadi Dum Biriyani,No,No,3.700497969,0,Whitefield,"North Indian, Chinese",175,Dine-out
Shiv Shakthi Hotel,No,No,3.700497969,0,Whitefield,"South Indian, Chinese, North Indian",100,Dine-out
Get Grilled,No,No,3.700497969,0,Whitefield,"North Indian, Chinese, Continental",100,Dine-out
Mayuri Restaurant,No,No,3.700497969,0,Whitefield,"Andhra, Chinese, North Indian",225,Dine-out
Foodies Hut,No,No,3.700497969,0,Whitefield,North Indian,250,Dine-out
Thindi Sante,No,No,3.700497969,0,Whitefield,"Street Food, Fast Food",125,Dine-out
Hotel Devika,No,No,3.700497969,0,Whitefield,South Indian,75,Dine-out
Basaveshwara Kanawali,No,No,3.700497969,0,Whitefield,South Indian,75,Dine-out
Sri Udupi Grand,No,No,3.3,4,Whitefield,"South Indian, Chinese",100,Dine-out
Dharani Andhra Style Hotel,No,No,3.700497969,0,Whitefield,South Indian,100,Dine-out
SM Bangarpet Chats,No,No,3.700497969,0,Whitefield,Street Food,50,Dine-out
Mad Kitchen,No,No,3.3,6,Whitefield,"North Indian, Chinese",150,Dine-out
V Dine,No,No,3.700497969,0,Whitefield,"Chinese, Mughlai",150,Dine-out
Madurai Canteen,No,No,3.700497969,0,Whitefield,"South Indian, Chettinad",100,Dine-out
PR Kitchen,No,No,3.700497969,0,Whitefield,"South Indian, Chinese",175,Dine-out
The Parrot House,No,No,3.700497969,0,Whitefield,"North Indian, Sandwich, Beverages",100,Dine-out
Polly's Kitchen,No,No,3.3,4,Whitefield,"Biryani, Chinese",200,Dine-out
The Yellow Stop,No,No,3.700497969,0,Whitefield,"Arabian, Chinese, North Indian",250,Dine-out
Arabian Fame Grill,No,No,3.700497969,0,Whitefield,Arabian,300,Dine-out
New Taj Darbar,No,No,3.1,6,Whitefield,"South Indian, Chinese, North Indian",150,Dine-out
Rawat Food Paradise,No,No,3.700497969,0,Whitefield,"North Indian, Chinese",150,Dine-out
Panky's Kitchen,No,No,3.700497969,0,Whitefield,North Indian,200,Dine-out
Boxes And Combos,No,No,3.700497969,0,Whitefield,"North Indian, South Indian",250,Dine-out
Roll Junction,No,No,3.1,8,Whitefield,"Fast Food, Rolls",75,Dine-out
Wow Tiffin Food,No,No,3.700497969,0,Whitefield,North Indian,100,Dine-out
Quick Bites,Yes,No,3.700497969,0,Whitefield,Chinese,100,Dine-out
Shrawan Restaurant,Yes,No,3.700497969,0,Whitefield,"North Indian, Chinese",150,Dine-out
Desi Khana,Yes,No,3.3,10,Whitefield,"North Indian, Chinese",150,Dine-out
Refresh,Yes,No,3.6,298,Whitefield,"Continental, Chinese, Fast Food, Rolls, Momos",200,Dine-out
U.P. Dhaba,Yes,No,2.8,515,Whitefield,"North Indian, Chinese",175,Dine-out
Donne Biryani Mane,Yes,No,3.5,51,Whitefield,Biryani,150,Dine-out
Indian Tadka,Yes,No,3.7,215,Whitefield,North Indian,350,Dine-out
The South,No,No,3.7,21,Whitefield,South Indian,100,Dine-out
Aryan's Kitchen,Yes,No,3.1,97,Whitefield,"North Indian, Fast Food",250,Dine-out
Calcutta North Indian Meals,No,No,3.2,5,Whitefield,North Indian,100,Dine-out
The Wok,Yes,No,2.8,89,Whitefield,"Chinese, Momos",250,Dine-out
Punjabi Family Dhaba,No,No,3.4,11,Whitefield,North Indian,200,Dine-out
The Grilled & Fried,Yes,No,3.3,130,Whitefield,Fast Food,150,Dine-out
Momo Time,Yes,No,3.700497969,0,Whitefield,"Momos, Chinese",150,Dine-out
Curry Point,No,No,3.2,7,Whitefield,North Indian,150,Dine-out
Khan Saheb Grills and Rolls,Yes,No,3.8,305,Whitefield,"Fast Food, Rolls",200,Dine-out
Indian Aroma Cafe,Yes,No,2.8,84,Whitefield,"North Indian, Chinese",150,Dine-out
Shiv sagar,Yes,No,3.700497969,0,Whitefield,"South Indian, Chinese, North Indian",125,Dine-out
Nawab Di Biryani,No,No,3.700497969,0,Whitefield,"Biryani, Mughlai",200,Dine-out
Bong Connections,No,No,3.700497969,0,Whitefield,"Chinese, North Indian",150,Dine-out
Chianti,No,Yes,4.6,848,"ITPL Main Road, Whitefield",Italian,750,Dine-out
Chime - Sheraton Grand Bengaluru Whitefield Hotel &...,No,Yes,4.3,236,"ITPL Main Road, Whitefield",Finger Food,1250,Dine-out
Cafe Thulp,Yes,No,3.6,57,"ITPL Main Road, Whitefield","Cafe, Burger, Italian, Salad",500,Dine-out
The Andhra Bhojanam,Yes,No,3.3,7,"ITPL Main Road, Whitefield",South Indian,150,Dine-out
The Nest - The Den Bengaluru,No,No,3.4,13,"ITPL Main Road, Whitefield","Finger Food, North Indian, Continental",750,Dine-out
Chung Wah,No,No,2.5,73,"ITPL Main Road, Whitefield","Chinese, Momos",400,Dine-out
Shaan-E-Punjab,Yes,No,2.9,84,"ITPL Main Road, Whitefield",North Indian,250,Dine-out
